2024,Acura,ILX,265
2024,Acura,MDX,300
2024,Acura,NSX,320
2024,Acura,RDX,285
2024,Acura,TLX,275
2024,Alfa Romeo,Giulia,295
2024,Alfa Romeo,Stelvio,310
2024,Audi,A3,260
2024,Audi,A4,275
2024,Audi,A5,280
2024,Audi,A6,290
2024,Audi,A7,295
2024,Audi,A8,305
2024,Audi,Q3,255
2024,Audi,Q5,270
2024,Audi,Q7,295
2024,Audi,Q8,310
2024,Audi,R8,330
2024,Audi,RS3,265
2024,Audi,RS5,295
2024,Audi,S3,260
2024,Audi,S4,280
2024,Audi,S5,285
2024,Audi,S6,295
2024,Audi,S7,305
2024,Audi,S8,320
2024,BMW,2 Series,255
2024,BMW,3 Series,270
2024,BMW,4 Series,280
2024,BMW,5 Series,290
2024,BMW,6 Series,300
2024,BMW,7 Series,310
2024,BMW,8 Series,320
2024,BMW,M2,275
2024,BMW,M3,285
2024,BMW,M4,305
2024,BMW,M5,315
2024,BMW,M8,330
2024,BMW,X1,250
2024,BMW,X2,255
2024,BMW,X3,265
2024,BMW,X4,270
2024,BMW,X5,290
2024,BMW,X6,300
2024,BMW,X7,310
2024,Buick,Encore,240
2024,Buick,Enclave,285
2024,Buick,Envision,270
2024,Cadillac,CT4,275
2024,Cadillac,CT5,285
2024,Cadillac,CT6,300
2024,Cadillac,Escalade,325
2024,Cadillac,XT4,260
2024,Cadillac,XT5,275
2024,Cadillac,XT6,290
2024,Chevrolet,Blazer,270
2024,Chevrolet,Camaro,300
2024,Chevrolet,Colorado,280
2024,Chevrolet,Corvette,310
2024,Chevrolet,Equinox,260
2024,Chevrolet,Malibu,275
2024,Chevrolet,Silverado,330
2024,Chevrolet,Suburban,320
2024,Chevrolet,Tahoe,325
2024,Chevrolet,Trailblazer,255
2024,Chevrolet,Traverse,295
2024,Chevrolet,Trax,250
2024,Chrysler,300,305
2024,Chrysler,Pacifica,265
2024,Dodge,Challenger,310
2024,Dodge,Charger,325
2024,Dodge,Durango,315
2024,Dodge,Grand Caravan,255
2024,Dodge,Journey,270
2024,Fiat,500,230
2024,Fiat,500X,240
2024,Ford,Bronco,305
2024,Ford,Edge,280
2024,Ford,Escape,265
2024,Ford,Expedition,320
2024,Ford,Explorer,300
2024,Ford,F-150,335
2024,Ford,Fusion,270
2024,Ford,Mustang,315
2024,Ford,Ranger,300
2024,Genesis,G70,270
2024,Genesis,G80,295
2024,Genesis,G90,310
2024,GMC,Acadia,275
2024,GMC,Canyon,280
2024,GMC,Savana,290
2024,GMC,Sierra,330
2024,GMC,Terrain,260
2024,GMC,Yukon,325
2024,Honda,Accord,280
2024,Honda,Civic,270
2024,Honda,Clarity,255
2024,Honda,CR-V,265
2024,Honda,Fit,245
2024,Honda,HR-V,250
2024,Honda,Insight,250
2024,Honda,Odyssey,275
2024,Honda,Pilot,295
2024,Honda,Ridgeline,290
2024,Hyundai,Accent,245
2024,Hyundai,Elantra,255
2024,Hyundai,Ioniq,240
2024,Hyundai,Kona,250
2024,Hyundai,Nexo,230
2024,Hyundai,Palisade,300
2024,Hyundai,Santa Fe,270
2024,Hyundai,Sonata,265
2024,Hyundai,Tucson,260
2024,Hyundai,Veloster,250
2024,Infiniti,Q50,280
2024,Infiniti,Q60,305
2024,Infiniti,QX50,270
2024,Infiniti,QX55,275
2024,Infiniti,QX60,290
2024,Infiniti,QX80,335
2024,Jaguar,E-Pace,265
2024,Jaguar,F-Pace,280
2024,Jaguar,F-Type,315
2024,Jaguar,I-Pace,255
2024,Jaguar,XE,270
2024,Jaguar,XF,290
2024,Jaguar,XJ,305
2024,Jeep,Cherokee,275
2024,Jeep,Compass,255
2024,Jeep,Grand Cherokee,305
2024,Jeep,Renegade,245
2024,Jeep,Wrangler,290
2024,Kia,Forte,250
2024,Kia,K5,260
2024,Kia,Niro,240
2024,Kia,Seltos,245
2024,Kia,Sorento,275
2024,Kia,Soul,235
2024,Kia,Sportage,255
2024,Lamborghini,Aventador,350
2024,Lamborghini,Huracan,335
2024,Lamborghini,Urus,320
2024,Land Rover,Defender,300
2024,Land Rover,Discovery,315
2024,Land Rover,Discovery Sport,285
2024,Land Rover,Range Rover,330
2024,Land Rover,Range Rover Evoque,290
2024,Land Rover,Range Rover Sport,320
2024,Land Rover,Range Rover Velar,310
2024,Lexus,ES,280
2024,Lexus,GS,295
2024,Lexus,IS,270
2024,Lexus,LC,310
2024,Lexus,LX,325
2024,Lexus,NX,265
2024,Lexus,RC,300
2024,Lexus,RX,290
2024,Lexus,UX,255
2024,Lincoln,Aviator,300
2024,Lincoln,Continental,305
2024,Lincoln,Corsair,270
2024,Lincoln,MKC,265
2024,Lincoln,MKT,285
2024,Lincoln,Nautilus,280
2024,Lincoln,Navigator,330
2024,Lotus,Evora,325
2024,Lotus,Exige,315
2024,Maserati,Ghibli,300
2024,Maserati,Levante,310
2024,Maserati,Quattroporte,320
2024,Mazda,3,260
2024,Mazda,6,275
2024,Mazda,CX-3,245
2024,Mazda,CX-30,255
2024,Mazda,CX-5,265
2024,Mazda,CX-9,290
2024,Mazda,MX-5 Miata,230
2024,McLaren,570S,320
2024,McLaren,720S,335
2024,McLaren,Artura,305
2024,McLaren,GT,330
2024,Mercedes-Benz,A-Class,250
2024,Mercedes-Benz,C-Class,270
2024,Mercedes-Benz,CLA-Class,255
2024,Mercedes-Benz,CLS-Class,285
2024,Mercedes-Benz,E-Class,290
2024,Mercedes-Benz,G-Class,340
2024,Mercedes-Benz,GLA-Class,255
2024,Mercedes-Benz,GLB-Class,260
2024,Mercedes-Benz,GLC-Class,275
2024,Mercedes-Benz,GLE-Class,300
2024,Mercedes-Benz,GLS-Class,315
2024,Mercedes-Benz,S-Class,320
2024,Mini,Cooper,240
2024,Mini,Countryman,255
2024,Mini,Clubman,265
2024,Mitsubishi,Outlander,255
2024,Mitsubishi,Eclipse Cross,270
2024,Mitsubishi,Mirage,220
2024,Nissan,Altima,265
2024,Nissan,Armada,315
2024,Nissan,Frontier,280
2024,Nissan,Maxima,285
2024,Nissan,Pathfinder,290
2024,Nissan,Rogue,250
2024,Nissan,Sentra,235
2024,Nissan,Titan,325
2024,Porsche,718 Cayman,275
2024,Porsche,911,300
2024,Porsche,Taycan,315
2024,Ram,1500,320
2024,Ram,2500,335
2024,Ram,3500,340
2024,Subaru,Ascent,270
2024,Subaru,Crosstrek,245
2024,Subaru,Forester,255
2024,Subaru,Impreza,265
2024,Subaru,Outback,270
2024,Tesla,Model 3,195
2024,Tesla,Model S,205
2024,Tesla,Model X,215
2024,Tesla,Model Y,200
2024,Toyota,4Runner,305
2024,Toyota,Highlander,295
2024,Toyota,RAV4,240
